transaction_id,account_id,date,type,amount
1213,1295,2024-08-30,Withdrawal,30155.42
1214,1233,2022-04-23,Deposit,4902.01
1215,1158,2022-08-17,Deposit,3379.3
1216,1269,2022-06-20,Deposit,18926.14
1217,1021,2022-10-22,Withdrawal,36172.89
1218,1053,2022-07-08,Deposit,27962.93
1219,1275,2023-03-02,Withdrawal,21432.39
1220,1281,2024-09-03,Deposit,28504.7
1221,1214,2022-03-20,Deposit,18589.85
1222,1031,2023-10-20,Deposit,46839.24
1223,1183,2024-07-07,Withdrawal,3217.79
1224,1023,2022-07-01,Withdrawal,33832.88
1225,1032,2023-05-14,Deposit,44618.49
1226,1074,2024-03-08,Deposit,40292.29
1227,1010,2024-02-01,Deposit,9610.03
1228,1054,2024-05-15,Deposit,15148.35
1229,1052,2024-04-05,Deposit,35993.87
1230,1148,2023-12-09,Withdrawal,4671.39
1231,1160,2024-04-14,Withdrawal,40687.15
1232,1014,2022-03-12,Deposit,36085.89
1233,1178,2022-09-05,Deposit,36615.53
1234,1053,2022-05-26,Withdrawal,5461.95
1235,1022,2023-09-10,Withdrawal,36029.15
1236,1030,2024-02-14,Deposit,34151.0
1237,1191,2022-10-23,Deposit,41630.66
1238,1260,2023-08-05,Deposit,2559.0
1239,1205,2023-04-15,Deposit,1643.98
1240,1059,2023-05-21,Deposit,18963.85
1241,1264,2022-07-12,Deposit,7865.02
1242,1012,2022-03-09,Withdrawal,28140.03
1243,1119,2023-05-09,Deposit,45908.77
1244,1290,2024-03-27,Deposit,19878.25
1245,1248,2022-02-21,Deposit,42325.04
1246,1127,2024-05-31,Withdrawal,511.92
1247,1075,2022-12-29,Withdrawal,8841.47
1248,1204,2024-03-07,Deposit,2005.97
1249,1049,2024-07-05,Deposit,16743.29
1250,1079,2023-04-19,Withdrawal,45455.38
1251,1241,2024-04-25,Deposit,5299.13
1252,1154,2023-06-05,Deposit,30517.28
1253,1274,2024-02-02,Deposit,22849.05
1254,1096,2023-03-07,Deposit,46954.18
1255,1214,2024-04-23,Deposit,6564.7
1256,1294,2022-10-25,Withdrawal,10995.38
1257,1209,2023-03-11,Withdrawal,1962.33
1258,1088,2023-11-27,Deposit,21979.79
1259,1264,2023-11-22,Withdrawal,14252.73
1260,1157,2022-07-17,Deposit,43560.34
1261,1156,2022-05-08,Deposit,30444.57
1262,1139,2023-06-16,Withdrawal,30897.49
1263,1121,2024-09-10,Withdrawal,26829.58
1264,1065,2023-02-15,Deposit,5046.59
1265,1107,2024-07-22,Deposit,22528.42
1266,1147,2024-04-19,Withdrawal,49975.51
1267,1137,2022-03-06,Withdrawal,41843.85
1268,1162,2023-11-25,Withdrawal,44726.22
1269,1100,2022-08-29,Deposit,41249.7
1270,1141,2023-01-04,Deposit,5600.56
1271,1083,2023-06-20,Deposit,11758.69
1272,1177,2023-01-19,Deposit,654.52
1273,1198,2023-03-07,Withdrawal,15523.75
1274,1112,2024-08-24,Deposit,5876.07
1275,1056,2022-03-24,Deposit,23903.27
1276,1179,2024-09-08,Withdrawal,34017.81
1277,1186,2024-04-10,Deposit,43788.01
1278,1218,2023-11-28,Deposit,37586.25
1279,1217,2024-08-08,Withdrawal,46959.99
1280,1120,2024-04-07,Withdrawal,3167.97
1281,1175,2023-09-03,Withdrawal,1102.9
1282,1023,2023-07-28,Deposit,33236.24
1283,1213,2022-10-13,Withdrawal,14822.94
1284,1235,2024-09-15,Withdrawal,13048.3
1285,1013,2023-06-18,Deposit,16878.91
1286,1101,2023-04-04,Deposit,13854.9
1287,1024,2022-07-31,Withdrawal,25816.1
1288,1011,2022-05-06,Deposit,22287.35
1289,1273,2023-02-17,Withdrawal,25865.21
1290,1281,2023-05-14,Deposit,33799.32
1291,1094,2023-03-01,Deposit,19662.96
1292,1201,2023-07-08,Deposit,12939.73
1293,1021,2023-09-02,Withdrawal,8726.93
1294,1211,2024-08-18,Deposit,17798.97
1295,1140,2023-06-27,Deposit,37219.42
1296,1293,2022-06-07,Withdrawal,37956.89
1297,1298,2022-04-22,Withdrawal,33511.82
1298,1101,2023-02-06,Withdrawal,12084.39
1299,1028,2024-01-29,Deposit,29610.27
1300,1041,2022-05-02,Deposit,28749.14
1301,1146,2022-09-30,Withdrawal,24471.18
1302,1256,2022-10-21,Withdrawal,27723.96
1303,1227,2023-02-02,Deposit,24843.64
1304,1236,2023-04-16,Deposit,28490.09
1305,1013,2024-09-11,Withdrawal,35917.54
1306,1210,2022-07-26,Deposit,5926.6
1307,1229,2022-04-20,Withdrawal,37606.47
1308,1100,2023-03-16,Deposit,7226.36
1309,1031,2022-10-05,Deposit,3798.09
1310,1016,2024-08-20,Withdrawal,48815.94
1311,1137,2023-07-22,Deposit,47871.09
1312,1166,2024-06-05,Deposit,3491.61
1313,1100,2024-07-03,Deposit,22441.05
1314,1109,2023-07-23,Deposit,9719.12
1315,1173,2024-07-28,Withdrawal,24524.57
1316,1237,2023-04-27,Withdrawal,41593.77
1317,1162,2024-03-13,Withdrawal,47555.28
1318,1216,2022-04-24,Deposit,31895.51
1319,1264,2024-06-11,Deposit,18018.33
1320,1263,2024-06-15,Deposit,30364.62
1321,1292,2024-03-30,Withdrawal,15944.06
1322,1274,2024-05-02,Withdrawal,45536.27
1323,1003,2023-04-22,Withdrawal,43584.82
1324,1028,2023-12-11,Deposit,28132.47
1325,1149,2024-07-21,Deposit,16577.55
1326,1028,2022-11-17,Deposit,15022.79
1327,1065,2022-06-28,Deposit,2154.19
1328,1021,2024-06-15,Deposit,40883.13
1329,1252,2022-08-07,Withdrawal,22793.97
1330,1235,2024-02-28,Deposit,16594.08
1331,1227,2024-08-06,Deposit,23819.96
1332,1013,2023-06-12,Deposit,41027.53
1333,1049,2023-05-07,Withdrawal,6668.4
1334,1118,2024-06-09,Withdrawal,42953.97
1335,1054,2022-03-02,Withdrawal,44926.69
1336,1138,2022-02-23,Withdrawal,47362.04
1337,1053,2023-11-11,Deposit,20175.66
1338,1044,2023-06-22,Withdrawal,11248.45
1339,1053,2024-04-27,Deposit,18995.22
1340,1074,2024-09-14,Deposit,16979.15
1341,1046,2022-03-06,Withdrawal,9219.62
1342,1013,2023-09-04,Withdrawal,30559.7
1343,1165,2023-08-09,Deposit,24092.9
1344,1102,2023-12-05,Deposit,43352.2
1345,1280,2022-06-20,Deposit,2089.42
1346,1258,2022-09-30,Deposit,32371.46
1347,1138,2024-06-07,Deposit,38265.97
1348,1163,2023-11-30,Deposit,38094.59
1349,1111,2023-06-19,Deposit,44360.66
1350,1102,2023-01-26,Withdrawal,36587.17
1351,1017,2024-07-28,Deposit,46426.6
1352,1268,2023-11-24,Deposit,16966.5
1353,1182,2022-11-23,Deposit,25408.87
1354,1024,2022-04-18,Withdrawal,1196.94
1355,1029,2024-04-26,Deposit,844.4
1356,1171,2022-06-11,Deposit,12386.27
1357,1228,2024-03-24,Deposit,5489.96
1358,1188,2023-03-28,Withdrawal,13380.46
1359,1230,2022-07-25,Withdrawal,9263.64
1360,1119,2023-08-13,Withdrawal,1911.74
1361,1156,2022-01-16,Withdrawal,45510.56
1362,1272,2022-11-23,Withdrawal,907.05
1363,1175,2023-08-31,Withdrawal,36936.07
1364,1104,2023-10-21,Deposit,8031.32
1365,1092,2022-01-02,Deposit,45655.37
1366,1186,2022-01-10,Withdrawal,44693.4
1367,1283,2023-03-10,Deposit,32868.11
1368,1181,2022-05-05,Deposit,33775.59
1369,1170,2022-03-22,Withdrawal,764.29
1370,1187,2023-04-30,Deposit,49251.14
1371,1175,2023-10-14,Withdrawal,43952.71
1372,1222,2024-04-17,Withdrawal,44807.76
1373,1233,2022-05-30,Deposit,33132.6
1374,1162,2024-03-10,Withdrawal,17566.95
1375,1134,2024-05-22,Deposit,44735.61
1376,1224,2022-12-06,Deposit,14930.09
1377,1153,2022-05-09,Deposit,28354.22
1378,1033,2023-03-14,Withdrawal,5436.68
1379,1055,2024-01-21,Withdrawal,46136.8
1380,1007,2023-05-16,Deposit,7468.14
1381,1244,2022-02-27,Withdrawal,11632.39
1382,1126,2022-07-17,Deposit,28127.64
1383,1012,2022-07-30,Withdrawal,38322.6
1384,1016,2024-07-02,Deposit,31157.89
1385,1208,2024-06-20,Withdrawal,11990.63
1386,1043,2022-02-14,Deposit,546.68
1387,1135,2022-04-07,Deposit,37978.95
1388,1228,2022-10-06,Deposit,49267.76
1389,1111,2023-06-19,Withdrawal,40590.7
1390,1160,2023-02-14,Deposit,23280.23
1391,1264,2023-04-06,Withdrawal,45236.48
1392,1225,2023-01-26,Deposit,20787.46
1393,1217,2024-04-26,Deposit,26484.24
1394,1045,2022-02-13,Deposit,24117.92
1395,1214,2022-01-27,Withdrawal,22657.38
1396,1059,2024-03-04,Deposit,38871.94
1397,1132,2022-04-07,Withdrawal,26575.06
1398,1104,2024-09-01,Withdrawal,16177.5
1399,1195,2023-07-02,Withdrawal,13278.83
1400,1157,2023-09-13,Deposit,2368.49
1401,1098,2023-07-21,Withdrawal,29368.16
1402,1226,2023-12-05,Withdrawal,11883.09
1403,1205,2022-08-07,Deposit,7832.63
1404,1079,2022-07-04,Withdrawal,32864.58
1405,1124,2022-03-10,Deposit,34219.86
1406,1218,2024-04-08,Deposit,37731.67
1407,1004,2022-05-10,Deposit,25427.06
1408,1090,2023-07-21,Deposit,44755.7
1409,1104,2024-06-08,Deposit,46848.97
1410,1119,2023-09-01,Deposit,40464.86
1411,1133,2024-04-27,Withdrawal,31961.88
1412,1096,2023-08-22,Deposit,15534.19
1413,1143,2024-03-16,Deposit,49155.77
1414,1288,2023-09-23,Deposit,14069.74
1415,1028,2023-12-21,Withdrawal,10531.52
1416,1278,2022-11-30,Withdrawal,22386.63
1417,1233,2024-07-13,Withdrawal,3313.61
1418,1017,2022-06-03,Withdrawal,48935.48
1419,1059,2023-07-01,Deposit,29627.46
1420,1090,2022-03-20,Withdrawal,28069.13
1421,1199,2023-08-02,Deposit,32961.92
1422,1026,2024-05-04,Deposit,25102.67
1423,1025,2023-02-17,Withdrawal,2087.14
1424,1267,2023-06-30,Deposit,30809.41
1425,1181,2023-09-01,Withdrawal,35950.61
1426,1068,2022-06-18,Withdrawal,21129.08
1427,1049,2023-11-12,Deposit,37986.13
1428,1175,2023-10-25,Deposit,11736.56
1429,1052,2023-08-06,Deposit,11453.19
1430,1102,2023-05-30,Withdrawal,8490.14
1431,1216,2022-11-10,Withdrawal,18913.74
1432,1188,2022-02-01,Deposit,42427.1
1433,1057,2022-10-14,Deposit,41481.65
1434,1047,2023-08-17,Withdrawal,19449.8
1435,1159,2022-02-12,Withdrawal,29661.38
1436,1174,2024-06-21,Deposit,36180.41
1437,1242,2023-09-09,Deposit,12439.74
1438,1282,2022-01-01,Withdrawal,8822.98
1439,1241,2023-07-27,Deposit,48618.75
1440,1005,2022-09-27,Deposit,31069.09
1441,1084,2022-06-29,Withdrawal,49080.08
1442,1248,2024-01-06,Withdrawal,17218.92
1443,1054,2023-06-02,Deposit,35300.07
1444,1161,2022-04-13,Deposit,11518.88
1445,1226,2022-01-10,Deposit,13429.41
1446,1015,2023-08-06,Deposit,25839.16
1447,1224,2022-03-31,Withdrawal,16321.1
1448,1061,2022-08-14,Deposit,8797.27
1449,1122,2023-11-01,Withdrawal,13512.59
1450,1277,2024-01-10,Withdrawal,2269.55
1451,1046,2024-07-05,Deposit,35368.97
1452,1294,2022-05-06,Deposit,24859.77
1453,1062,2024-08-13,Deposit,5165.03
1454,1086,2022-07-28,Withdrawal,8998.85
1455,1210,2022-04-07,Withdrawal,5575.46
1456,1078,2022-03-15,Deposit,30823.34
1457,1202,2023-09-19,Withdrawal,5163.41
1458,1223,2022-07-10,Withdrawal,37836.98
1459,1222,2023-11-13,Withdrawal,1515.29
1460,1003,2024-03-29,Deposit,12844.1
1461,1006,2024-08-17,Deposit,44588.0
1462,1093,2023-12-17,Withdrawal,36067.3
1463,1008,2022-02-25,Deposit,4111.93
1464,1235,2023-12-21,Deposit,41145.74
1465,1108,2023-07-07,Deposit,24905.24
1466,1161,2022-02-01,Deposit,42415.76
1467,1209,2023-06-11,Deposit,30236.62
1468,1240,2023-07-28,Withdrawal,34250.74
1469,1050,2023-10-29,Deposit,49678.33
1470,1011,2022-10-11,Deposit,12000.61
1471,1156,2023-12-22,Withdrawal,31385.31
1472,1070,2024-04-11,Deposit,23285.91
1473,1169,2023-05-09,Deposit,2452.87
1474,1272,2022-07-06,Withdrawal,1216.3
1475,1068,2023-05-13,Withdrawal,6401.81
1476,1252,2023-03-18,Withdrawal,32630.04
1477,1048,2022-05-10,Withdrawal,28574.57
1478,1184,2023-10-01,Deposit,27894.76
1479,1187,2022-10-19,Withdrawal,2076.91
1480,1090,2022-04-24,Deposit,23730.5
1481,1139,2022-07-18,Withdrawal,46268.83
1482,1089,2022-01-13,Deposit,20180.8
1483,1274,2022-09-28,Withdrawal,31433.66
1484,1019,2023-08-24,Withdrawal,39101.02
1485,1154,2022-08-03,Withdrawal,39304.3
1486,1260,2023-03-20,Deposit,26204.36
1487,1108,2024-02-29,Deposit,42968.62
1488,1285,2023-05-27,Withdrawal,19873.22
1489,1059,2023-03-23,Withdrawal,44490.31
1490,1125,2024-09-12,Deposit,12391.24
1491,1273,2024-09-19,Withdrawal,14370.71
1492,1107,2023-12-16,Withdrawal,3129.47
1493,1299,2022-03-15,Deposit,39881.3
1494,1245,2023-06-21,Withdrawal,21144.23
1495,1247,2022-04-11,Deposit,11841.27
1496,1008,2022-06-25,Deposit,11973.62
1497,1141,2023-03-03,Deposit,45119.3
1498,1008,2022-04-27,Withdrawal,41778.87
1499,1094,2022-06-15,Withdrawal,27899.78
1500,1039,2022-02-10,Deposit,30997.48
1501,1081,2023-03-05,Withdrawal,23979.12
1502,1187,2022-12-10,Withdrawal,19887.49
1503,1084,2023-02-28,Withdrawal,45816.11
1504,1088,2023-01-01,Deposit,6717.83
1505,1242,2022-04-30,Withdrawal,21213.12
1506,1093,2023-09-01,Deposit,17555.81
1507,1086,2023-10-19,Deposit,25158.46
1508,1044,2023-12-29,Deposit,23152.78
1509,1137,2022-08-17,Deposit,26185.03
1510,1074,2024-04-04,Withdrawal,7425.99
1511,1036,2022-05-10,Deposit,25900.5
1512,1101,2022-12-18,Withdrawal,12499.73
1513,1156,2024-06-07,Deposit,9624.4
1514,1255,2022-11-14,Deposit,3709.29
1515,1171,2024-09-10,Withdrawal,38251.3
1516,1216,2023-10-11,Withdrawal,21658.38
1517,1170,2024-04-15,Deposit,31518.86
1518,1252,2022-12-03,Deposit,36515.87
1519,1055,2022-09-30,Deposit,34126.17
1520,1091,2022-04-27,Deposit,23789.79
1521,1278,2024-03-28,Withdrawal,19700.98
1522,1101,2023-01-03,Withdrawal,19110.02
1523,1155,2022-04-04,Deposit,32182.42
1524,1141,2022-06-17,Withdrawal,24992.32
1525,1173,2024-08-11,Withdrawal,42532.05
1526,1010,2023-12-16,Deposit,43797.75
1527,1228,2022-12-07,Deposit,8942.74
1528,1265,2023-10-23,Withdrawal,7243.57
1529,1248,2024-07-02,Withdrawal,31704.85
1530,1247,2023-11-26,Deposit,15410.67
1531,1155,2024-07-13,Deposit,1419.25
1532,1034,2022-06-01,Deposit,44487.81
1533,1129,2023-08-09,Withdrawal,11731.59
1534,1160,2024-05-26,Deposit,46499.39
1535,1089,2024-07-01,Deposit,36013.01
1536,1093,2022-10-01,Withdrawal,38251.35
1537,1241,2023-07-08,Withdrawal,10472.34
1538,1117,2023-05-11,Withdrawal,12092.62
1539,1094,2023-12-25,Deposit,26302.75
1540,1163,2022-04-11,Deposit,9018.94
1541,1099,2023-07-11,Deposit,15618.87
1542,1113,2022-03-23,Deposit,16412.39
1543,1091,2023-06-13,Withdrawal,8401.68
1544,1206,2022-03-14,Deposit,10656.55
1545,1017,2022-01-14,Deposit,39533.32
1546,1274,2023-03-09,Deposit,8776.19
1547,1173,2022-06-06,Deposit,1908.64
1548,1116,2024-01-05,Withdrawal,31653.07
1549,1181,2022-05-12,Deposit,48811.16
1550,1091,2022-12-04,Deposit,16895.08
1551,1082,2023-02-08,Deposit,6373.46
1552,1114,2023-01-11,Deposit,28734.17
1553,1257,2024-06-06,Deposit,45364.53
1554,1058,2023-07-13,Withdrawal,39311.06
1555,1154,2022-04-17,Withdrawal,31314.54
1556,1116,2023-09-12,Withdrawal,16095.3
1557,1266,2022-09-22,Withdrawal,27323.07
1558,1203,2022-07-24,Withdrawal,5016.62
1559,1041,2022-03-20,Withdrawal,34107.8
1560,1105,2022-06-04,Deposit,36392.25
1561,1193,2024-02-22,Deposit,48269.07
1562,1278,2024-09-14,Deposit,13389.67
1563,1237,2024-09-23,Withdrawal,1413.59
1564,1221,2022-09-04,Withdrawal,27507.62
1565,1068,2023-06-15,Withdrawal,35486.13
1566,1197,2024-05-07,Deposit,39625.17
1567,1256,2024-08-05,Withdrawal,10090.08
1568,1139,2023-06-22,Deposit,13456.77
1569,1149,2023-12-30,Deposit,25873.25
1570,1099,2022-06-03,Deposit,16864.74
1571,1076,2022-06-03,Deposit,43095.32
1572,1282,2023-11-17,Deposit,23951.13
1573,1109,2022-04-02,Deposit,40079.14
1574,1188,2023-03-09,Deposit,29240.68
1575,1199,2022-12-04,Withdrawal,38767.96
1576,1154,2023-04-25,Withdrawal,16967.31
1577,1040,2023-11-24,Withdrawal,41655.12
1578,1133,2022-05-11,Deposit,14091.33
1579,1132,2023-03-26,Withdrawal,27531.89
1580,1279,2024-09-19,Withdrawal,11093.35
1581,1084,2024-03-20,Deposit,24038.56
1582,1242,2024-02-26,Deposit,16249.67
1583,1116,2022-09-30,Deposit,13701.82
1584,1109,2024-07-17,Deposit,48365.76
1585,1221,2023-08-11,Withdrawal,8423.67
1586,1041,2022-06-26,Withdrawal,39472.63
1587,1147,2023-11-27,Deposit,49216.17
1588,1112,2024-04-10,Withdrawal,1485.12
1589,1103,2023-10-05,Withdrawal,35101.86
1590,1046,2024-05-24,Withdrawal,13019.13
1591,1271,2022-02-18,Deposit,2504.15
1592,1195,2023-07-21,Withdrawal,20443.03
1593,1280,2023-10-28,Deposit,46793.28
1594,1283,2022-12-21,Withdrawal,1082.37
1595,1040,2023-12-13,Deposit,29600.34
1596,1189,2022-11-04,Deposit,25319.13
1597,1164,2024-05-17,Withdrawal,43732.52
1598,1024,2024-06-03,Deposit,4658.08
1599,1024,2023-09-22,Deposit,34235.54
1600,1004,2024-02-14,Deposit,34165.43
1601,1290,2022-02-15,Withdrawal,33619.46
1602,1181,2022-10-29,Deposit,47145.56
1603,1248,2024-05-17,Withdrawal,41242.83
1604,1116,2024-06-30,Deposit,2577.65
1605,1279,2023-02-12,Deposit,23818.6
1606,1069,2022-07-08,Deposit,20198.68
1607,1254,2024-04-01,Deposit,15852.29
1608,1181,2024-04-09,Deposit,22841.17
1609,1169,2022-05-09,Deposit,19517.61
1610,1249,2023-07-15,Withdrawal,21900.53
1611,1188,2023-06-21,Withdrawal,48973.46
1612,1054,2022-09-23,Deposit,4887.33
1613,1138,2022-04-28,Deposit,46150.43
1614,1168,2023-04-09,Withdrawal,24271.72
1615,1103,2022-05-24,Deposit,31375.24
1616,1085,2023-03-18,Deposit,41594.06
1617,1212,2022-07-19,Withdrawal,18342.92
1618,1003,2022-06-06,Withdrawal,21805.88
1619,1179,2023-05-02,Withdrawal,20771.16
1620,1038,2024-05-09,Deposit,19049.19
1621,1239,2022-05-14,Deposit,46313.7
1622,1169,2024-06-30,Withdrawal,41532.03
1623,1030,2022-05-28,Deposit,5895.5
1624,1190,2022-12-02,Deposit,5852.11
1625,1025,2022-03-12,Deposit,21679.54
1626,1112,2022-08-21,Deposit,5383.54
1627,1206,2022-11-30,Withdrawal,31145.11
1628,1185,2024-03-21,Withdrawal,7612.73
1629,1047,2023-10-28,Withdrawal,26357.48
1630,1228,2022-03-31,Deposit,857.39
1631,1039,2022-11-30,Deposit,16171.52
1632,1016,2022-07-18,Deposit,34020.94
1633,1022,2022-06-10,Deposit,24459.93
1634,1213,2023-06-22,Withdrawal,48924.34
1635,1149,2022-05-01,Deposit,43768.14
1636,1241,2022-10-28,Deposit,18274.0
1637,1272,2023-12-25,Deposit,2751.58
1638,1059,2023-07-29,Withdrawal,42358.5
1639,1287,2024-08-20,Deposit,45606.1
1640,1202,2023-03-12,Deposit,41121.06
1641,1032,2022-03-09,Deposit,6833.52
1642,1162,2024-02-04,Withdrawal,49896.8
1643,1255,2024-07-10,Deposit,13299.92
1644,1254,2023-04-04,Withdrawal,36348.14
1645,1009,2023-05-29,Withdrawal,45447.73
1646,1139,2023-02-02,Deposit,12166.51
1647,1010,2023-09-12,Withdrawal,45458.8
1648,1214,2022-10-13,Deposit,15819.34
1649,1273,2023-07-15,Withdrawal,48832.45
1650,1048,2022-05-20,Deposit,14422.37
1651,1111,2023-12-31,Deposit,47695.07
1652,1153,2023-07-10,Deposit,3150.46
1653,1123,2024-07-17,Deposit,35608.96
1654,1102,2024-02-20,Withdrawal,26839.5
1655,1241,2023-08-13,Deposit,24154.92
1656,1191,2023-12-29,Withdrawal,11562.97
1657,1217,2024-06-12,Deposit,35426.99
1658,1051,2023-09-02,Withdrawal,9945.07
1659,1292,2024-01-18,Deposit,27865.67
1660,1081,2022-10-09,Deposit,13035.65
1661,1088,2023-10-23,Deposit,47803.26
1662,1194,2024-07-12,Withdrawal,1917.24
1663,1104,2024-03-26,Deposit,10386.55
1664,1271,2024-09-22,Deposit,12494.38
1665,1096,2024-07-24,Deposit,20996.36
1666,1198,2023-08-01,Withdrawal,12020.15
1667,1001,2024-01-16,Deposit,24821.78
1668,1167,2023-04-02,Withdrawal,43687.04
1669,1126,2022-03-28,Deposit,35747.14
1670,1081,2022-03-20,Withdrawal,29208.12
1671,1251,2022-07-24,Withdrawal,4905.66
1672,1169,2024-03-01,Deposit,34852.61
1673,1073,2022-12-03,Deposit,8737.51
1674,1141,2022-09-11,Deposit,39425.19
1675,1070,2022-10-31,Deposit,12877.81
1676,1262,2023-01-15,Deposit,21143.91
1677,1245,2022-05-10,Withdrawal,17848.28
1678,1003,2023-08-19,Deposit,43011.29
1679,1063,2022-10-03,Withdrawal,6763.95
1680,1049,2023-11-30,Deposit,28499.42
1681,1076,2023-07-12,Withdrawal,7532.05
1682,1175,2024-06-17,Deposit,35387.39
1683,1109,2022-07-02,Deposit,45301.37
1684,1183,2022-09-25,Deposit,22013.08
1685,1192,2024-03-18,Deposit,24660.57
1686,1065,2022-11-18,Deposit,46407.43
1687,1271,2023-05-27,Withdrawal,26289.07
1688,1100,2023-09-04,Withdrawal,24636.12
1689,1032,2022-03-19,Deposit,29127.29
1690,1128,2024-02-23,Deposit,34616.87
1691,1043,2022-12-05,Deposit,5790.73
1692,1078,2023-11-05,Deposit,41144.97
1693,1289,2023-07-10,Deposit,22057.5
1694,1270,2023-05-24,Withdrawal,4081.25
1695,1162,2022-08-26,Withdrawal,39416.04
1696,1189,2022-05-14,Withdrawal,19159.02
1697,1247,2024-08-30,Deposit,5468.19
1698,1216,2022-07-11,Withdrawal,31872.06
1699,1168,2022-12-22,Withdrawal,44066.5
1700,1193,2022-10-05,Deposit,44443.8
1701,1283,2022-01-18,Deposit,47904.34
1702,1013,2023-06-08,Withdrawal,43451.42
1703,1240,2022-06-29,Deposit,605.98
1704,1147,2022-05-03,Deposit,19321.94
1705,1204,2022-09-03,Deposit,41017.86
1706,1080,2024-01-04,Withdrawal,18629.52
1707,1043,2023-01-08,Deposit,30276.65
1708,1089,2022-02-20,Withdrawal,30512.69
1709,1148,2024-09-26,Withdrawal,18568.75
1710,1095,2022-03-12,Withdrawal,45271.46
1711,1151,2023-04-25,Deposit,25409.8
1712,1002,2023-07-14,Withdrawal,23506.82
1713,1022,2022-01-19,Deposit,49876.93
1714,1007,2024-02-13,Deposit,24928.27
1715,1206,2022-03-25,Deposit,9330.71
1716,1114,2022-06-04,Deposit,25896.94
1717,1272,2023-07-19,Withdrawal,40793.83
1718,1083,2023-09-11,Deposit,38954.59
1719,1179,2022-12-23,Deposit,39534.8
1720,1210,2024-03-26,Deposit,35547.18
1721,1124,2023-10-09,Withdrawal,13083.78
1722,1113,2023-03-19,Withdrawal,43173.16
1723,1012,2022-03-10,Withdrawal,44725.45
1724,1126,2023-06-07,Deposit,10110.56
1725,1053,2022-05-23,Deposit,6957.55
1726,1283,2022-07-11,Withdrawal,48792.45
1727,1140,2023-01-22,Deposit,43482.04
1728,1097,2023-01-13,Deposit,44715.19
1729,1005,2023-08-04,Withdrawal,44375.63
1730,1057,2023-06-19,Deposit,27313.5
1731,1069,2023-11-24,Withdrawal,32496.89
1732,1118,2022-10-20,Deposit,27495.46
1733,1059,2022-01-09,Deposit,3034.71
1734,1033,2022-09-28,Deposit,37402.4
1735,1050,2023-01-22,Deposit,25513.94
1736,1019,2022-04-03,Withdrawal,32561.6
1737,1214,2024-08-23,Withdrawal,25380.67
1738,1197,2023-06-13,Deposit,24844.66
1739,1047,2022-06-03,Deposit,9003.56
1740,1167,2023-02-09,Withdrawal,14296.33
1741,1289,2024-04-19,Withdrawal,8363.21
1742,1141,2022-05-29,Deposit,10185.48
1743,1084,2024-06-07,Deposit,48662.38
1744,1182,2022-09-24,Deposit,8079.12
1745,1079,2023-02-26,Withdrawal,13828.89
1746,1215,2024-04-19,Withdrawal,29734.19
1747,1014,2023-09-10,Deposit,30703.84
1748,1215,2023-04-17,Withdrawal,8121.72
1749,1128,2024-06-11,Deposit,39789.01
1750,1248,2023-07-01,Deposit,39367.54
1751,1029,2023-09-23,Deposit,12247.23
1752,1280,2023-06-10,Withdrawal,14788.98
1753,1202,2023-05-18,Deposit,46930.4
1754,1057,2022-01-14,Deposit,41370.74
1755,1218,2024-02-17,Deposit,35040.95
1756,1062,2023-10-14,Deposit,4570.54
1757,1157,2024-03-16,Deposit,21204.07
1758,1202,2022-12-30,Withdrawal,28185.44
1759,1017,2022-04-29,Deposit,9776.86
1760,1006,2022-08-26,Withdrawal,22687.22
1761,1058,2023-06-30,Deposit,30250.78
1762,1169,2022-06-18,Deposit,16705.15
1763,1082,2023-06-06,Deposit,39156.77
1764,1219,2023-09-26,Deposit,42102.25
1765,1177,2024-07-01,Deposit,16518.67
1766,1204,2023-10-19,Deposit,42013.53
1767,1071,2024-08-20,Withdrawal,5627.04
1768,1266,2024-08-15,Withdrawal,41967.59
1769,1098,2024-01-05,Deposit,8061.15
1770,1291,2024-06-01,Deposit,4604.89
1771,1208,2024-02-08,Deposit,32267.88
1772,1002,2024-02-19,Deposit,23860.9
1773,1124,2024-05-20,Deposit,45440.58
1774,1280,2023-05-31,Withdrawal,18477.87
1775,1074,2024-07-26,Deposit,14714.04
1776,1166,2023-02-01,Deposit,25286.38
1777,1022,2024-05-15,Deposit,23069.34
1778,1154,2022-04-16,Deposit,17549.19
1779,1295,2022-03-26,Withdrawal,34840.19
1780,1219,2022-08-02,Deposit,38098.31
1781,1157,2022-05-01,Deposit,42722.71
1782,1230,2022-05-12,Withdrawal,48656.4
1783,1020,2024-04-29,Deposit,13699.48
1784,1041,2022-07-16,Withdrawal,35946.63
1785,1148,2022-01-19,Withdrawal,20015.78
1786,1108,2023-10-04,Deposit,34015.56
1787,1084,2022-01-12,Withdrawal,24061.09
1788,1290,2022-03-22,Deposit,49691.77
1789,1134,2022-11-26,Deposit,36580.66
1790,1207,2024-05-15,Deposit,47648.32
1791,1283,2024-02-13,Deposit,41830.99
1792,1266,2023-01-27,Withdrawal,45193.6
1793,1073,2023-09-29,Withdrawal,40813.75
1794,1048,2022-11-03,Withdrawal,23228.38
1795,1233,2022-09-24,Withdrawal,12963.53
1796,1100,2023-03-23,Deposit,18830.85
1797,1059,2023-03-17,Deposit,1501.69
1798,1258,2024-06-13,Deposit,26437.66
1799,1065,2023-10-14,Deposit,25500.36
